,textOriginal,authorDisplayName,Prabowo,Ganjar,Anies
4386,"Mr.ganjar sgt menguasai smua problem negri ini,,detail..solutif ngak sdg ber andai2,,,,good job mister,,,❤❤❤",Edi young,,Ganjar,
4388,"Please sekali2 mas anies di kasih waktu paling terakhir, karena ide2nya jd dipake buat ngejawab kandidat yg lain soalnya, ide dan gagasannya applicable banget",Rizky Kurnia,,,Anies
4391,😂😂😂ngakak denger jawaban pak prabowo perihal sogok menyogok contohnya Zulkifli Hasan😂😂jadi keliatan aslinya😂😂,Billbroth,Prabowo,,
4396,Kalau orang melayu cakap ganjar tak can lah ❗❗❗,jumadhi sahputra mukhtar,,Ganjar,
4398,Tetap Bapak Ganjar pilihanku,wisynu wicaksono,,Ganjar,
4399,"Nis anis......bcaramu bau amis
Janji untuk DKI ja amburadul......gmna untuk indonesia,prettttttttttt",Musthofa Bisri,,,Anies
4401,Mantap pak Aniesdan Pandji W,eka hy,,,Anies
4403,selama bukan anies didukunh,momoi fashion,,,Anies
4404,"Pak Prabowo ciri Pemimpin yg Nasionalis dan Siap memberikan yang terbaik untuk Negaranya. Seorang Jenderal TNI yg tegas dan tidak ingin rakyatnya ""TIDAK MERDEKA"" di Negeranya Sendiri. Semoga Anda Bisa Benar2 Menjadi The Next President For INDONESIA. NKRI Harga Mati!!! Darah itu merah Jenderal!!!",Randha Saputra,Prabowo,,
4406,Pak Anies cerdas dan mencerdaskan...salut sama Pak Anies ..semoga dlm lindungan Allah ..,Didik Tjahjono,,,Anies
4407,"Konsep dan gagasan Anis B yg dibutuhkan rakyat smg terealisasi, jk jd presiden menemukan wakil²nya(mentri) yg memenuhi kriteria tsb shg bisa men support u mengaplikasikan konsep tsb",isye cantik,,,Anies
4408,Satu satu nya yang layak hanya PRABOWO !!,Bentur Setyo,Prabowo,,
4409,Proud to you pak anis gagasan anda terbaik dan respect buat pak prabowo cita2 anda luar biasa,ricky agustino,Prabowo,,Anies
4411,Pak Ganjar keren bangett sumpaahhh😭😭😭❤❤❤,Ning Liafitria,,Ganjar,
4413,2024 pak nganjar yess❤,Si La,,Ganjar,
4415,"Pak Prabowo Subianto untuk Indonesia yang lebih Maju for presiden 2024 Ngak ada lawan ✌️

Ditunggu kehadirannya di Sulawesi Selatan pak bersama pendukung Pak Prabowo sul-sel bersatu 🙏",Song_Intelejen,Prabowo,,
4417,"Ketulusan dan kebersihan hati Tuhan yang maha esa memberikan kecerdasan yg sangat luar biasa kepadanya, Semoga 2024 Allah menakdirkan Bpk Anies Baswedan menjadi Presiden Republik INDONESIA. Semoga anda yang membaca mengucapkan amin ..",Elscant Wifesa,,,Anies
4418,Saat dia bercermin banyak bicara kosong beda dgn Ganjar👍🏻,Tiada Bahagia Tanpa Derita,,Ganjar,
4421,Mantapp ini kita bisa tau kualitas pemimpin kita selanjutnya Saya suka pak probowo dan anies… jdi bingung mau pilih yg mana,AC ORIGINAL COLLECTION OFFICIAL,,,Anies
4424,"Sial Waktu pak anis ngomong di depan kaca,  gw nangis bngst",Riki Dwi kusuma,,,Anies
4425,Prabowo anes.,Rudi Yanto,Prabowo,,
4427,Anies Baswedan 🇮🇩,Sandi Setiawan,,,Anies
4428,ganjar mukanya emosian,KamusukaID,,Ganjar,
4429,"Diantara 3 bacapres... saya paling dominan dan mendengar dgn tenang jelas , hnya Bpk.Anies Baswedan .. mungkin ini hnya pendapat dari hati untuk rakyat dalam mengajarkan keadilan sosial bagi seluruh rakyat indonesia. ❤",putra aminaya,,,Anies
4432,Semangat Patriotisme pak prabowo membuat saya ikut me refleksikan diri 😢❤,Muslimah Dewi,Prabowo,,
4434,"kami lahir di masa orde baru hidup sederhana, semangat gotong royong dan kekeluargaan serta aman bg km rakyat kecil. setelah itu dtglah masa Reformasi yg sangat menjanjikan dgn cr demokrasi, dan maaf maaf beribu maaf ttp bersyukur namun blm bisa betul"" menikmati perubahan kearah yg lbh baik, sbg wni km ttp menggunakan hak pilih km dan setiap pemilu km berusaha mencari pemimpin yg lbh baik mk dr itu setiap pilpres km memberi setiap kandidat kesempatan hingga thn 2004 km pilih Sby-jk, 2009 pilih Mega-prabowo, 2014 pilih Jokowi-jk, (masa ini yg paling kami harapkan sampai km ngepans bngt sampai beli baju kotak""dan ikut jd relawan, tp hasilnya begitulah dan thn 2019 pilih Prabowo-Sandy, dan utk thn 2024 km mantap pilih Anies-Imin dan km berharap sbg masyarakat bawah yg awam politik hanya menginginkan adanya perubahan di segala aspek spt tujuan kita di era Reformasi ini 🙏",Subhan Subhan,Prabowo,,Anies
4435,"pa Anies sangat menguasai panggung, pembawaannya juga sejuk, enak didengar,apa yg disampaikan nya juga jelas.. 
semakin yakin Pak Anies Presiden",Boeng Official,,,Anies
4439,tetap prabowo gemoy diera sobat ganjar✊🏼,sarah maulida rahmah,Prabowo,Ganjar,
4441,Siapapun presidennya yang penting jangan ANIS...,Agus T,,,Anies
4442,"hati tulus.,  ingin indonesia maju... Bravo bpk prabowo",Rumbi channel,Prabowo,,
4443,Alumni UGM bukannya banyak jd PNS ? Kok pas di tanya pak ganjar pada mau jd pengusaha semua ? Itu bener ngak ?,Oncom Oncom,,Ganjar,
4444,Saya bukan orang banteng tp ttp positif pilih pak ganjar...pak anis pak prabowo sehat2 y,Sumedi Medi,Prabowo,Ganjar,Anies
4445,Semoga Allah meridhoi bang Anis Baswedan yg menjadi presiden RI. Sudah kapok dikubu banteng..,Kim Junior,,,Anies
4451,"Ganjar ngeri bos, jangan ksh ruang buat menang.. kasihan rakyat typecal pemimpin sperti ini.. tegasnya otoriter dan gabisa di dikte ..",Ridho Richardo Hutapea,,Ganjar,
4452,Hallo prabowo.. apa kabarnya food estate ?? Kok beda banget sama yg di sampaikan,Iwan Setiawan,Prabowo,,
4453,PK ANIES UNTK INDONESIA,Dunia alam fana,,,Anies
4454,Alll in prabowoo,M Ihsan Fauzi,Prabowo,,
4455,"Dari ketiga calon, saya melihat kejelasan dari Anies Baswedan dan Prabowo Subianto. Menurut opini saya, siapapun dari kedua calon ini terpilih tidak ada salahnya. Menuju Indonesia yang maju dan damai!🎉🎉🎉",Rotqong,Prabowo,,Anies
4456,"pak anies masih ber retorika
Pak ganjar sudah ber realita
pak prabowo terlalu ber kaca2

😂😂😂 sumber korupsi sudah terbaca siapa yg mastermind tetep satukan barisan go anti korupsi geser para komplotan koruptor",padi photography,Prabowo,Ganjar,Anies
4458,"Lama² anis ini kelihatan munafiknya, lu ngapain aja di jakarta....",RUMI DAN CIA,,,Anies
4459,"Dari ketiga capres,cuman pak Anies yang mudah saya pahami gagasan nya.dan gagasannya menjawab semua pertanyaan yang diberikan.semoga bapak bisa menjadi perubahan bagi Indonesia.",Khairul Akmal,,,Anies
4460,"Anies menarik, tiap pertanyaan dijawab secara cerdas dan tepat sasaran",BANGMINOAN,,,Anies
4461,Ingaaattt gess jangan percaya dengan kata2 Manis 🤣🤣🤣,Kiyai Kampung,,,Anies
4465,"Kenapa ya gw merasa paparan dari pak anies mudah dimengerti dan dipahami, ada yang smaa?",Rizki Amsor,,,Anies
4466,"Disini kita melihat sisi bacapres ketiga.
Pak anis dengan keintelektualnya
Pak Ganjar dengan ke rendahan hatinya
Pak Prabowo dengan Nasionalismenya.

Saya memilih pak Ganjar bukan karena pengusung parpol tp dalam pembawaannya yang rendah hati.
Dan pak Prabowo tetap dalam menteri pertahanan.

Menjadi presiden bukan untuk mencari materi tp untuk menjalankan amanah rakyat.

Bismillah 2024 R1 bpk Ganjar Pranowo",aqila nadhifa Az-Zahra,Prabowo,Ganjar,Anies
4470,"makin yakin gak pilih ganjar 👎👎👎  sejak dpr aja udah gimana, siapa lupa kasus Nazaruddin",tukang fitnah,,Ganjar,
4472,"PAK GANJAR,dr sikap bapak menanggapi pertanyaan anda sosok pimpinan yg tempramental,gampang emosi",Samin Awit,,Ganjar,
4478,Klo adu gagasan mah pak ANIES jagonya 👍,Helmi Yunita,,,Anies
4479,"Pak anies jenius mudah,, jdi presiden 2024",Suteni Crb,,,Anies
4481,"saya tu kagum dngan pa prabowo. hanya beliau yg brani bilang syalom. tapi pa klw boleh jngan terllu kaku😢
bapa harus lebih santai paaa plisss😢",kevin wikarsa,Prabowo,,
4486,Pa Anies sang intelektual ❤,fajriyani sidqi,,,Anies
4487,Sudah jelas yang jadi  presiden adalah Ganjar Pranowo. Yang lain palsu😂😂😂😂😂,Rakat Black sweet,,Ganjar,
4489,"Se cerdas itu Pak Anies
Se Ikhlas itu Pak Prabowo
Semoga siapapun Presiden kita periode 2024-2029 adalah salah satu dari mereka
aaamiiin Yaa Rabb",Otnas Prakoso,Prabowo,,Anies
4490,"Prabowo g berani berkaca takut yaaaa🤭🤭🤭
Tetap pak Ganjar pranowo ❤❤❤❤nex presiden 2024 🇮🇩🇮🇩🇮🇩",Fatimah Fatimah,Prabowo,Ganjar,
4491,"Mau ikut komentar,
Menurutku presiden itu adalah koordinator keseluruhan sistem bukan pelaksana atau pekerja kasarnya, presiden yg baik itu di nilai dari sistem koordinator nya baik, kesinambungan antar sistem/bidang baik, terorganisasi nya keseluruhan sistem/bidang. Presiden yang baik itu juga adalah presiden yang dapat mengambil keputusan yang baik diantara banyaknya gagasan/ide dari setiap sistem/bidang bukan presiden yang malah ikut serta memaksakan gagasan/idenya secara pribadi. Fungsi presiden adalah memimpin dan menentukan keputusan terbaik dari banyaknya sistem/bidang di indonesia ini.

Presiden itu bukan karyawan yg mengerjakan pekerjaan secara langsung atau karyawan pelaksana di lapangan mereka itu bos yang mengakomodir semua sistem/bidang yang ada

yang menjalankan setiap sistem/bidang itu adalah kementrian/dpr/badan/lembaga negara yang mana menjalankan perannya masing-masing yang mana nantinya setiap kementrian/badan/lembaga ada ketua yg memimpin sesuai bidang topoksi kerja nya

Jadi pilihlah presiden yang memiliki kemampuan memimpin yang baik, mampu mengkoordinasi keseluruhan tatanan sistem di indonesia, mampu mengakomodir keseluran sistem indonesia, mampu menjaga kesinambungan antar sistem, bukan yg mampu melakukan pekerjaan lapangan, atau pekerjaan karyawan pelaksana karena presiden secara fungsi dan hakikat nya adalah pemimpin bukan pekerja

Salam indonesia cinta damai ❤",Elyna Syafitri,,,Anies
4492,Wahh Pak ganjarr nomor satuuuu,atha nasia,,Ganjar,
4493,"Anies best
Prabowo tegas
Ganjar d tnya apa jwb apa... Lumayan keren tp salah nya PDI",Yuky Chelski,Prabowo,Ganjar,Anies
4497,"Waktu mas Ganjar mengatakan bahwa 10 lulusan terbaik jangan cuman jadi MC tapi hendaknya juga mau jadi guru. Kenapa tidak mau jadi gurru? Karena gaji guru kecil. 

Mungkin itu maksudnya ya mas Ganjar?",Harry Triyono,,Ganjar,
4498,"Kata hatiku memilih, mendoakan, dan mensupport pak prabowo",Ade Ulfi Dyah Anggraeni,Prabowo,,
4500,Prabowo sih,Zara Azahra,Prabowo,,
4504,"Nies.. Anieeesss.. Ojo mek menginginkan dan kita inginkan,, apa yg km sampaikan itu lho mboj y d jelaskan apa metode n riset yg km pakai utk menyikapi keadaan yg km simpul2 kan itu.. Isine mek ngibul kro ngungkit tp langkah2 ide dan gagasan serta cara nya gk d jelaskan.. Anies raja nyangkem.. 😂😂😂",Rafael Fahlevi,,,Anies
4505,"Pak Anis adalah org yg cerdas, Pak Ganjar adalah org yg amanah, Pak Prabowo adalah org yg tulus.",Wan,Prabowo,Ganjar,Anies
4506,Masing2 capres sudah punya bukti nyata kepemimpinan . Kita lihat apakah anis menang di jakarta dan ganjar menang di jateng?,Eka Prasetya,,Ganjar,Anies
4510,"Saya tidak munafik antara 3 bacapres jujur diantara pemaparan anis dan prabowo sangat luar biasa, ganjar terlalu random pembahasan nya, dari ketiga calon masing masing punya kelebihan Anies (intellectual), prabowo (strategic), ganjar (populist)

Saya sangat terkesima gagasan dari Anies dan prabowo, saya juga melihat secara objective, ganjar bagus cuma saya lebih suka anies dan prabowo sesuai dengan yang saya tangkap dan analisis,

Tinggal pilih dari ketiga calon tersebut tanpa menjatuhkan yang lain",EnjoyMotovlog,Prabowo,Ganjar,Anies
4512,"sebenernya dukung prabowo, tapi jawabannya disini ngga memuaskan, terkesan diplomatis dan tidak terjawab sampai ke akarnya. :( jadi ragu",Chrisopras Orizano,Prabowo,,
4514,Jangan pilih pak ganjar di karenakan anak emak banteng di belakang....kalok tidak ada emak banteng boleh lah di pilih...,Lomboq Art Story,,Ganjar,
4517,"anis bawa buku dan pulpen dicatet, ini kalo di sales penting sih kalo gak bawa kelar sama atasan hehehe. Gunanya apa pasti udah pahamkan?",Lana Alghifari,,,Anies
4519,Mnurut saya pak ganjar emng paling bner.. jujur aku yg buka dibidang politik aku tau tujuannya dia,Headline Rocky,,Ganjar,
4520,Hanya pak Anies yg menyampaikan gagasan tanpa melihat contekan dan enak dengernya👏👏 seperti semuanya sudah terkonsep dgn matang apa yg akan dikerjakannya 🫶🫶🫡,nefly herlina,,,Anies
4521,Anies paling layak jd presiden,rivaldi rivaldi,,,Anies
4522,Ganjar yes....,Aji Saka,,Ganjar,
4523,Ganjar its ok,Fauzi Kumala,,Ganjar,
4524,ketika pak ganjar bicara di depan kaca sbg reflexi sy jd terharu..apa yg dikatakan d dpn kaca kata dari HATI nya 👍👍👍👍🫰🫰🫰🫰.,Ryan Onoki,,Ganjar,
4526,Salam milenial lombok timur militan ARB 🫡,herry92_________,,,Anies
4528,"Meneteskan air mata dengar refleksi Pak Prabowo 6:20:34 

Masih ada luka yg belum sembuh. Semoga semua keinginan dan doa Bapak untuk bangsa kita menjadi generasi bangsa yang semakin kuat dan bermartabat tercapai 💐💐💐 Amin Ya Rabb",Alhamdulillah,Prabowo,,
4530,Ganjar kaga jelas di tanya apa jawabnya apa ... hadeh calon presiden ko gitu,O.P.A,,Ganjar,
4531,Pak anies🎉,Shafiyah Nabila,,,Anies
4533,"Sekian banyak komentar terlihat jelas Rakyat Hanya menerima Anis dan Prabowo.. keduanya tulus ingin memimpin negara ini oepas dr perbudakan Bangsa Lain.. Anis luar biasa mungkin krn Agamis.. Prabowo Tegas... Ganjar saya sendiri tdk memahami ucapanya, ndk tau bingung berbelit atau gimana.. mungkin saya yg bodoh.. InsyaAllah Jika Anis President, Prabowo jd salah satu Mentrinya.. Kalaupun Prabowo jd president, InsyaAllah Bapak Prabowo melupakan istilah pengkhianat dan tetap merangkul Bapak Anis masuk dalam kabinet dengan sama2 Menuju Indonesia Bebas Dr pe jajahan Bangsa lain yg selama ini memang Bangsa ini terjajah oleh bangsa lain..",Tepo Tahu,Prabowo,Ganjar,Anies
4534,Bpk.ganjar pranowo❤❤❤bismillah..,Ahass Matesih,,Ganjar,
4537,Gua cuma dengarin prabowo we ad yg sama kah,Anak Mama,Prabowo,,
4540,ANIS UNTUK INDOENSIA AMANAH,WanTV,,,Anies
4541,Lebih ke pak Anies sih mnrutku yg cara pndangnya cocok dengan saya 🙌,anton prastio,,,Anies
4542,Ganjar ri 1,Marga Sana,,Ganjar,
4545,Awalnya saya pilih Anis setelah acara ini Saya berubah pilihan ke Ganjar Pranowo,imam fachru,,Ganjar,Anies
4546,"Suka sekali gagasan pak anis, kami yg menengah jg perlu di fikirkan jg . Jika terfokus pada yg miskin. Pendidikan kurg merata.",Sholiha aja,,,Anies
4547,"Yang paling relevan adalah gagasan anis tapi rekam jejak anis sering memberi kebijakan yang buruk seperti mulai dari waring hingga tugu tuguan, kalo ganjar lebih cocok secara sikapnya tapi ganjar sedikit blunder, kalo prabowo hanya mengerti kebutuhan kaum seusianya atau kurang mengikuti perkembangan dan secara tingkah laku kurang pas dipertunjukkan seperti joget dan menyela dll",Kak Rayz,Prabowo,Ganjar,Anies
4548,Kayanya yang paling tegas pak prabowo deh,Yuni Ardiani,Prabowo,,
4551,anis ngomong doang,Eunike Kristie,,,Anies
4552,Pak anis cerdas,Iskandar Riyah,,,Anies
4555,Ganjar Pranowo 2024 presiden 🎉,Jaya Jaja,,Ganjar,
4557,"Udah Prabowo jadi RI 1 Anies jadi RI 2
Ibarat di sepak bola Prabowo ""Manajer"" Anies ""asisten manajer""",Sherly Xyuna,Prabowo,,Anies
4558,wkwkwkwk...Anies bicara Bhinneka Tunggal Ika....saya langsung flashback waktu pemilihan gubernur dki,agus hartono,,,Anies
4560,Cukup pilih orang yang sangat mencintai negri ini dengan tulus.Pak prabowo.,Komunitas Kpal,Prabowo,,
4562,"Berkaca kepada rekam jejak,😅
ketiga kandidat saya yakini pak Ganjar yg paling pas meneruskan perjuangan pak jokowi.",Subena Made,,Ganjar,
4564,Klo dipikir² apa mereka² itu pda gamau milih pak prabowo karna takut ya dibabat abis sm beliau🤔 .. Tp jujur bingung antara pak prabowo sm pak ginanjar yg smsm masuk dipikiranku😅,Puji Rahayu,Prabowo,,
4565,"Selain pak anies, yg lain g jls",halamantani,,,Anies
4568,Utk kali ini yg unggul adalah Anies Baswedan,Yusuf Mehdar,,,Anies
4569,All In Pak PRABOWO PRESIDEN 2024🎉🎉🎉,Mas Rif Channel,Prabowo,,
4570,All in Prabowo Subianto ❤,ALEX ARGOND,Prabowo,,
4571,"saya tidak anis,,tidak ganjar dan tidak pula prabowo ....🖕🖕🖕",mutiara bandar,Prabowo,Ganjar,Anies
4572,"Saya salah satu swing voter, setelah menyaksikan tayangan ini saya memutuskan memilih pak Anies",Rahmat Jamil,,,Anies
4574,Pak ganjar kenapa sama jurnalis?,Tania Anastia,,Ganjar,
4575,"Salut pak Anis
Gmn ada rencana  dgn perubahan energi lstrik dari batu bara dan minyak bumi 
Berubah ke panas bumi dan tenaga nuklir di jawa dan P lainnya 
Mkn di jawa satu panas   gunung merapi mampu mensuplai seluruh jawa 
Karena energi itu sangat penting utk kedaulatan Indonesia dlm jangka panjang",Mustafa Alhiyed,,,Anies
4576,Kami sumayera barat all in anies baswedan,Ahmad Ah 1999,,,Anies
4577,Mantap anis,DUO ABDUL,,,Anies
4578,Biasakan nonton sampai terakhir all in Prabowo,Reynold Syahputra Adrianis,Prabowo,,
4579,Pak ganjar semoga sehat selalu karena rakyat Indonesia membutuhkan bapak!!,Deniz Keskin,,Ganjar,
4580,Bismillahirrahmanirrahim semoga Prabowo presiden kuuu,Een Putri,Prabowo,,
4581,Keren pak ganjar emang gaada obaatttðŸ”¥ðŸ”¥ðŸ”¥,Xilow 2.0,,Ganjar,
4582,Makasih mba najwa udh membuka mata saya untuk dukung ganjar!!,Qutyba Olimat,,Ganjar,
4583,Standar capres tahun ini naik grgr ganjarðŸ“ˆðŸ“ˆðŸ”¥,MURKA,,Ganjar,
4584,Ku jadi galau mo pilih ganjar atau prabowo,Yendi Diniari Puspita,Prabowo,Ganjar,
4585,"Prabowo, gas terus, jangan salah pilih wakil",Andi Setiawan,Prabowo,,
4586,"Pak ganjar, emg boleh pak sekeren dan se tiada tandingannya begini??!!",YT Minecraft,,Ganjar,
4588,"Setelah tonton ini, Makin mantap dukung Anis..",indra hariyadi,,,Anies
4590,Saya melihat dan menonton ini kmrn dan semakin yakin sama ganjar!!,Xenob1ade,,Ganjar,
4591,PAK GANJAR TERBAIKK!!!,star nika,,Ganjar,
4592,Love you pakk ganjarrâ¤ï¸,Mojo Sangkar,,Ganjar,
4593,"Gagasan ganjar paling realistis dan mudah dipahamii, maju ganjarâœŠðŸ»",alexpzz,,Ganjar,
4594,Bangga bgt sm pak ganjarrr,El Maniático,,Ganjar,
4596,Refleksinya pak ganjar bikin nangissðŸ˜­ðŸ˜­ beliau inget bgt sm perkataan ibunyaðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ Aura presidennya pak ganjar kuattt bgttðŸ‘ðŸ»,Anastasia,,Ganjar,
4597,"Kalo kalian gangerti sm gagasannya sama pak ganjar, berarti kalian ga dengerin seksama. Beliau ini tegas&realistis makanya harus serius dengerinnya!!!",Ricardo Finsterbusch,,Ganjar,
4598,"Bersama pak ganjar, Indonesia majuuðŸ¤ŸðŸ»ðŸ¤ŸðŸ»",Bhav Rathod,,Ganjar,
4599,"Baru kali ini terkagum2 sm capres, bener kt org2 grgr ganjar, standari capres taun ini naikkk!!! Pak ganjar doang yg pemaparan gagasannya santai dan tegasðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ»",ARBAJ KHAN,,Ganjar,
4601,Pak ganjar selalu mikirin rakyatnyaâ¤ï¸,BUSIRA,,Ganjar,
4602,Paling merakyat Cuma pak ganjar!!,QOPLON,,Ganjar,
4603,Bangsa ini butuh pemimpin yang mengutamakan rakyat seperti pak ganjarðŸ‘ðŸ»,Ayarlı Genç,,Ganjar,
4604,Saya dari jateng dan saya selalu kagum sama pak ganjarðŸ¥¹ðŸ¥¹ðŸ¥¹,Divyansh Gupta,,Ganjar,
4605,PRABOWO org.a to the point jawaban.a ... Tegas dan jelas! Bismillaaaaaah PRABOWO 2024!,Randi 123,Prabowo,,
4606,"Selalu suka liat pak ganjar ngomongg, aura pemimpinnya kuatt bgttðŸ”¥",Youtube Alle,,Ganjar,
4608,JATENG MAJU BERKAT GANJARRðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥,Hậu Lương,,Ganjar,
4609,"Nggk tau kenapa disini hati langsung mengarah ke Anies Baswedan untuk memimpin INDONESIA, padahal tadinya mau golput",Sulistiawati,,,Anies
4610,SIAP ALL OUT DUKUNG GANJARR!!!!!!,Notícias,,Ganjar,
4611,Cuma pak ganjar!!ðŸ”¥,SU TECH,,Ganjar,
4612,GANJAR UDAH JELAS KINERJANYA!!!âœŠðŸ»âœŠðŸ»,âmït dhîmãñ,,Ganjar,
4614,"YANG PALING BERBOBOT :

1. PRABOWO
2. ANIES 
3. GANJAR

KALAU TIDAK PERCAYA COBA SAJA DI TIMBANG MASING-MASING
#gituajakokrepot",Yorozouya Project,Prabowo,Ganjar,Anies
