,Unnamed: 0,textOriginal,authorDisplayName,Prabowo,Ganjar,Anies,preprocessed,Prabowo2
3525,6750,"ini cuma pak Prabowo yg realistik bgt , nyampein gagasan dan perkiraan pendapatan negara based on data, jd gagasan beliau udh di contohin pake simulasi, swasembada pangan , air, teknologi, sampe bangun universitas pertahanan, punya banyak bisnis yg isinya anak2 bangsa semua , udh the real hero buat bangsa, gak cuman kata2 manis diawal tapi pahit di belakang",Annisa Fiqiyami,Prabowo,,Anies,prabowo realistik banget gagas kira dapat negara based on data gagas beliau contohin pakai simulasi swasembada pangan air teknologi bangun universitas tahan bisnis isi anakanak bangsa the real hero bangsa cuman katakata manis awal pahit,1
3526,6751,"Mantap Pak Anies menguasai semua medan.
Paham permasalahan, rencana solusi, dan tantangannya. Dalam dan Luar negeri. Emeeejiing, Semoga Allooh ridho .",Diah FI,,,Anies,mantap anies kuasa medan paham masalah rencana solusi tantang negeri emeejiing moga allooh ridho,0
3527,6752,"Ganjar Pranowo ditanya, malah banyakan tanya balik. Visi misi yg disampaikan sama persis yg disampaikan Jokowi dua periode lalu. Lihatlah sekarang. Ekspektasi banyak yg melenceng jauh (hutang Negara bertambah berkali lipat, narik investor... nyatanya pencari kerja masih jauh lebih banyak, pekerja import merajalela, dll.
 Masih mau pilih kader Banteng?",Sudah vaksin,,Ganjar,,ganjar ganjar banyak visi misi persis jokowi periode lihat ekspektasi lenceng hutang negara tambah kali lipat tarik investor cari kerja kerja import rajalela pilih kader banteng,0
3528,6753,Anis yes Prabowo yes,kE8TAHUN,Prabowo,,Anies,anies yes prabowo yes,1
3529,6756,Anis paling pinter prabowo paling tulus,TOM HARDY,Prabowo,,Anies,anies pintar prabowo tulus,1
3530,6757,Penutup indah dari Prabowo Subianto,Joko Tengker,Prabowo,,,tutup indah prabowo prabowo,1
3531,6759,"Pak Anis Pak Ganjar lulusan UGM
YOGYA ISTIMEWA",ROHA YADI,,Ganjar,Anies,anies ganjar lulus ugm yogya istimewa,0
3532,6760,"No banteng tidak butuh presiden yang di setir oleh partai, all in prabowo",Sembarang Dengah,Prabowo,,,no banteng butuh presiden setir partai al prabowo,1
3533,6761,Saya bangga dengan pak Ganjar saya bangga dengan pak Prabowo dan saya berharap pak Anis jd pemimpin di negeri ini amiin 🤲,andef story,Prabowo,Ganjar,Anies,bangga ganjar bangga prabowo harap anies pimpin negeri amin tangan angkat dan rapat sama,1
3534,6762,Tersentuh hati saya ketika d akhir sesi pak anies baswedan bercerita tentang nasehat ibu.,Wahyu Sapriadi,,,Anies,sentuh hati sesi anies anies cerita nasehat,0
3535,6764,pa aniess🥰,Nisrina Sabila Channel,,,Anies,anies wajah senyum dengan hati,0
3536,6766,Pak Ganjar the best,Widya Tina,,Ganjar,,ganjar the best,0
3537,6767,Pak Anies bismillah kami dukung bapak,Dwi A,,,Anies,anies bismillah dukung,0
3538,6769,Pak Anis cocok... jadi Rektor,Imam Nurhadi,,,Anies,anies cocok rektor,0
3539,6770,"Dari sekian banyak komen yg masuk 90% mengatakan p anis yg unggul dalam pemaparan visi dan misinya dan narasinya mengusai masalah bangsa,
Dan menurut saya secara objektif p anis yg paling baik pemaparan visi misinya sangat terasa dengan permasalahan bangsa saat ini, namun narasi p anis juga menawar solusi permasalah bangsa",Sein TV,,,Anies,sekian komen masuk p anies unggul papar visi misi narasi usai bangsa objektif p anies papar visi misi masalah bangsa narasi p anies tawar solusi masa bangsa,0
3540,6774,"Setuju,,, pak Anies dan pak Prabowo bila di kasih pertanyaan jawabannya nyambung..... pak uban putih ngambang jawabannya , gak jelas",Ruby Triarbina,Prabowo,,Anies,tuju anies prabowo kasih jawab sambung uban putih ngambang jawab,1
3541,6775,"Anies tetap membual, mbulet. 
Ganjar terdepan, smarth.
Prabowo hypertensinya kumat ...",teguh official,Prabowo,Ganjar,Anies,anies bual mbulet ganjar depan smarth prabowo hypertensinya kumat,1
3542,6778,"Anies banyak ide gagasan baru, menjawab sgt terstruktur dan lumayan tegas. 
Ganjar banyak guyon berkharismatik dan cukup cerdas. Smg jika terpilih ganjar tidak jadi presiden boneka maupun jd petugas partai. 
Pak Prabowo jelas sangat gagah tegas.. mudah2an jika terpilih Pak Prabowo tetap seperti ini tegas tidak  mudah dupengaruhi oleh aseng..",akucantik anaksoleh,Prabowo,Ganjar,Anies,anies ide gagas struktur lumayan ganjar guyon berkharismatik cerdas moga pilih ganjar presiden boneka tugas partai prabowo gagah mudahmudahan pilih prabowo mudah dupengaruhi aseng,1
3543,6779,Makin cinta sama pak Anies❤❤❤,Irwan Hasan,,,Anies,cinta anies,0
3544,6780,Dari dlu pilihanku hanya Pak Ganjar... Sampe skrg tetap pak Ganjar,Meldyana Moika,,Ganjar,,pilih ganjar ganjar,0
3545,6782,"Bisa ga sih presidennya anies trus wakilnya ganjar aja?
Anies yg bikin garis besar tujuan negara ke depan, trus ganjar yg maen di lapangan ngawasin mentri yg lg jalanin program pemerintah",Ahmad Zakiyuddin,,Ganjar,Anies,sih presiden anies wakil ganjar anies bikin garis tuju negara ganjar main lapang ngawasin tri jalan program perintah,0
3546,6784,"pak anies harusnya di taro paling belakang,,biar gagasan, kalimat beserta gaya bicara nya di copas sama bacapres setelahnya..tapi ada bagusnya juga pak anies di taro paling depan..bikin bacapres lainnya jiper...dan inget pak anies ijasah asli UGM..wkwkwkwk...",NETIZEN GOKIL,,,Anies,anies taro biar gagas kalimat serta gaya bicara nya copas bacapres telah bagus anies taro bikin bacapres jiper anies ijasah asli ugm wkwkwkwk,0
3547,6789,1 keluarga pilih pak Prabowo,Erni Ermawati,Prabowo,,,keluarga pilih prabowo,1
3548,6790,Jawaban ganjar ngeantur,Dita Herdi,,Ganjar,,ganjar ngeantur,0
3549,6791,"Bismillahirrahmanirrahim,

All in Pak Anies Baswedan",Guinevere Addict,,,Anies,bismillahirrahmanirrahim al anies anies,0
3550,6792,Sy makin yakin kl pak Anies memang bacapres yg terbaik👍👍👍,Fahry Obal,,,Anies,kalo anies bacapres baik jempol ke atas jempol ke atas jempol ke atas,0
3551,6793,"Yang paling siap jadi presiden ya Prabowo
Udah siap dari 10 tahun yang lalu",Yuri Boyka,Prabowo,,,presiden ya prabowo,1
3552,6796,Semangat Pak Ganjar ❤️,Nisra,,Ganjar,,semangat ganjar hati merah,0
3553,6798,"Pak anies cerdas sekali. Siapapun pemimpinnya nanti, semoga gagasan² yg disampaikan pak anies bisa dipakai❤❤",Fadhil Alauddin,,,Anies,anies cerdas pimpin moga gagas anies pakai,0
3554,6799,"Kata pak Anis...dikit dikit Libatkan publik...??!  Aku kok sangsi!
Tapi kalau masalah mbahas yg lain...bagus,cakap dan cerdas",Afif El,,,Anies,anies dikit dikit libat publik sangsi mbahas bagus cakap cerdas,0
3555,6801,"Gokil anies, tdnya gw ragu, tp keknya anies paling jelas gagasannya, wawasannya ckup luas.",Zanjabila Kei,,,Anies,gila anies gue ragu kayak anies gagas wawas luas,0
3556,6806,"Saya senang nonton ini, Para Calon Pewaris Presiden RI punya Kuaitas dan Kuantitas, Tapi tentu gak bisa pilih semua, harus memilih salah satu. Dan Saya Pilih Anis Baswedan karena punya Cawapres Gus Muhaimin Iskandar.....",Rizal Kaimudin,,,Anies,senang tonton calon waris presiden ri kuaitas kuantitas pilih pilih salah pilih anies anies cawapres gus muhaimin iskandar,0
3557,6808,Ganjar cerdas,Budi Rahmat,,Ganjar,,ganjar cerdas,0
3558,6809,"pak prabowo bener bener tulus dan ikhlas, coba kalian tonton bagian beliau, terutama ketik refleksi diri. Secinta itu beliau kepada rakyat dan bangsa Indonesia.  dan beliau adalah seorang veteran, dulu hidup sebagai tentara, dihina hina bangsa lain ketika sekolah. Cita cita beliau benar benar ikhlas dan tulus untuk rakyat dan bangsa Indonesia. Beliau ingin bangsa Indonesia terhormat dan bermartabat, ingin tidak ada rakyat yang miskin dan kelaparan. Itu sebabnya juga beliau memaparkan bila jadi presiden beliau ingin adanya makan siang gratis di sekolah sekolah negeri swasta pesantren, susu gratis untuk ibu hamil. Supaya tidak ada anak yang kurang gizi dan kelaparan, supaya anak Indonesia cerdas, orngtuanya bahagia. Kalau sudah dari akar teratasi, InsyaaAllah yang atas bisa diperbaiki dan ditingkatkan. 

Selain itu beliau ingin mengurangi tindakan korupsi. bagaimana caranya? dengan meningkatkan gaji instasi pemerintahan. Setuju sama beliau. Orang korupsi karena mereka merasa tidak cukup dengan gaji mereka. Contoh saja banyak polisi tni masih cari seseran di luar, polisi masih menerima sogokan tilang mobil motor. Mudah-mudahan dengan naiknya gaji asn dll, mereka menjadi lebih amanah dan tidak menerima sogokan, merasa dihargai oleh pemimpin sehingga menjalankan tugasnya dengan baik jujur dan benar.

Masih sangaaat banyak gagasan Pak Prabowo, mudah-mudahan kalian nonton sendiri gagasan beliau.",takemetothemoon 103,Prabowo,,,prabowo tulus ikhlas coba tonton beliau ketik refleksi cinta beliau rakyat bangsa indonesia beliau veteran hidup tentara hina hina bangsa sekolah cita cita beliau ikhlas tulus rakyat bangsa indonesia beliau bangsa indonesia hormat martabat rakyat miskin lapar beliau papar presiden beliau makan siang gratis sekolah sekolah negeri swasta pesantren susu gratis hamil anak gizi lapar anak indonesia cerdas orngtuanya bahagia akar atas insyaallah baik tingkat beliau kurang tindak korupsi tingkat gaji instasi perintah tuju beliau orang korupsi gaji contoh polisi tni cari seser polisi terima sogo tilang mobil motor mudahmudahan naik gaji asn amanah terima sogo harga pimpin jalan tugas jujur sangaat gagas prabowo mudahmudahan tonton gagas beliau,1
3559,6812,"Setelah selesai menyimak paparan para capres secara utuh..sy iseng scroll komentar netizen. Sejauh yg sy lihat isinya mayoritas pro anies (agak heran sih walau sepenuhnya itu hak masing2)..Menurut opini pribadi saya, anies seperti biasa lebih blunder krn tidak spesifik dan hanya gagasan2 saja. Ganjar menurut sy lebih terkonsep secara data dan realistis terlihat sangat straight to the point. Sementara prabowo sangat kuat secara leadership namun agak lemah secara data. Krn seorang pemimpin yg ideal buat saya adalah yg terkonsep,paham kendala dan realistis.",Wilson Sihombing,Prabowo,Ganjar,Anies,selesai simak papar capres utuh iseng scrol komentar netizen lihat isi mayoritas pro anies heran sih sepenuh hak opini pribadi anies blunder spesifik gagas ganjar konsep data realistis straight the point prabowo kuat leadership lemah data pimpin ideal konsep paham kendala realistis,1
3560,6814,Anies banyak bohong nya,Rezki Andrean,,,Anies,anies bohong nya,0
3561,6815,Sayang Ganjar Petugas Partai . Dan sdh menjalin kerjasama dg 9 Naga  oligarki  Apa yg diwacanakan akan Mentok dengan yg  disekelilingnya.,Iip Saepudin,,Ganjar,,sayang ganjar tugas partai jalin kerjasama naga oligarki wacana mentok keliling,0
3562,6818,"Menurut saya dari segi gagasan anies jauh diatas yang lain, nomer 2 ganjar, mohon maaf secara gagasan prabowo paling dibawah, dari segi jawaban pun juga kurang berkualitas, mungkin karena beliau ""pemain"" lama jadi pendukungnya tetep banyak",Dimas pytn,Prabowo,Ganjar,Anies,segi gagas anies atas nomer ganjar mohon maaf gagas prabowo bawah segi kualitas beliau main dukung,1
3563,6819,Masya ALLAH Pak Anies,Yudhakunnn,,,Anies,masya allah anies,0
3564,6824,"Ko sya kya lebih mending pilih pak prabowo ya..memang kaya tidak telalu wow gagasan nya,tapi sya yakin aja masyarakat bisa makmur",Ahmad Rivany7,Prabowo,,,kaya mending pilih prabowo ya kayak talu wow gagas nya masyarakat makmur,1
3565,6827,politik identitas menampar muka ganjar sendiri,Dede wiro212,,Ganjar,,politik identitas tampar muka ganjar,0
3566,6828,Klo gua pilih prabowo mungkin untuk sekarang.. mau coba... ni orangkan tegas.. mau coba ketegasan apa yang akan dia lakukan saat jadi.. klo jokowikan dia menang 2 periode.. sikap jokowi itu lembut ...anies ama ganjar juga hampir mirip... mau tau prabowo klo jadi presiden..mau kayak mana indonesia kedepannya 😅,bryan petot 2.0,Prabowo,Ganjar,Anies,kalo gua pilih prabowo coba nih orang coba tegas laku kalo jokowikan menang periode sikap jokowi lembut anies ganjar tau prabowo kalo presiden kayak indonesia depan wajah senyum lebar dan keringat,1
3567,6829,anis joe bidennya Indonesia 😂,Saidi Mauli,,,Anies,anies joe bidennya indonesia wajah gembira urai air mata,0
3568,6830,"Dari 3 calon presiden..anies yg paling cerdas,.
Prabowo yg paling berapi api.
Ganjar yg paling sok imut SKSD.😂",putrajaya mandiri,Prabowo,Ganjar,Anies,calon presiden anies cerdas prabowo rap api ganjar sok imut sksd wajah gembira urai air mata,1
3569,6831,luar biasa pak prabowo. benar2 patriot sejati,Baiq Yulia Hasni Pratiwi,Prabowo,,,prabowo benarbenar patriot sejati,1
3570,6832,semogà pa Anis jd presiden....,Siti Nurhasanah,,,Anies,semog anies presiden,0
3571,6833,Maju Terus Pk Anies...Kami Rakyat Sdh Bisa Menilai Mana Pemimpin yg Bener2 Membela Rakyat dan Yg Hnya Manis Saat Mau D Pilih,four noer,,,Anies,maju pakai anies rakyat nilai pimpin benarbenar bela rakyat manis pilih,0
3572,6834,Anis for Ri1 2024,rafik juli,,,Anies,anies for ri,0
3573,6839,orng karawang nih pilih anis jadi no 1 ri,Kardino,,,Anies,orang karawang nih pilih anies no ri,0
3574,6840,Dalam hal bicara Anis tak pernah kalah tapi dalam hal menjalankannya ah.. sudahlah,ntsmd,,,Anies,bicara anies kalah jalan ah,0
3575,6842,"Biasanya org semakin berumur akan menghabiskan sisa waktunya dgn banyak melakukan kebaikan utk menebus kesalahan2 yg telah lalu, maka bismillah saya pilih pk prabowo",ratna handayani,Prabowo,,,orang umur habis sisa baik tebus salah bismillah pilih pakai prabowo,1
3576,6844,untuk PENDUKUNG Anies Baswedan kalo ketemu komen yang MENGHINA Pak Anies langsung DISLIKE dan JANGAN DIKOMENTARI biar tenggelam komentarnya!!!,Muflihrz,,,Anies,dukung anies anies kalo ketemu komen hina anies langsung dislike komentar biar tenggelam komentar,0
3577,6845,Pak Prabowo selalu di hati ❤,Tri_Herlina DP,Prabowo,,,prabowo hati,1
3578,6847,Pak ganjar... jawabane ngalor ngidul pak... 😅 kalimate rumit kadang aku ra paham kuwi intine opo...trus kebanyakan gimmick,HINO K8,,Ganjar,,ganjar jawabane ngalor ngidul wajah senyum lebar dan keringat kalimate rumit kadang ra paham kuwi intine opo banyak gimmick,0
3579,6848,Saya bukan pendukung PDIP tetapi melihat pemaparan ketiga Bacapres pak Ganjar memang paling layak dan paling mampu untuk meneruskan kepemimpinan pak Jokowi 🙏🔥🔥🔥,HIKMAH SUFI,,Ganjar,,dukung pdip papar tiga bacapres ganjar layak terus pimpin jokowi lipat tangan api api api,0
3580,6849,"Embohlah nis, rmh sy skrng jd tembok krn gagasan pak ganjar yg bedah rmh sy.. td nya gubuk reot pak kayu dn bambu, skrng jd tembok dn pake genteng, jln desa sy jd aspalan jg krn gagasan pak jokowi",Desy Gitas,,Ganjar,,embohlah nis rumah tembok gagas ganjar bedah rumah nya gubuk reot kayu bambu tembok pakai genteng jalan desa aspal gagas jokowi,0
3581,6851,ANIS PASTI PRESIDEN 🔥,Ocim hidayat,,,Anies,anies presiden api,0
3582,6852,Anies si mulut maniessss,Saya Siapa,,,Anies,anies sih mulut manies,0
3583,6853,Pak prabowoo❤❤❤,Cheyraa raly,Prabowo,,,prabowo,1
3584,6854,Apakah kita yakin...Anis Baswedan tidak di setir oleh partai Nasdem dan para oligarki dan para pengusaha dinegri ini???,Rahman Gea,,,Anies,anies anies setir partai nasdem oligarki usaha dinegri,0
3585,6859,Hanya anies yang bisa meyakinkan,Maulana Pane,,,Anies,anies,0
3586,6860,Pak anies jago ngomong tpi ga jago ker .... tittttttttttttt #errorrrr,Sasukeee,,,Anies,anies jago omong jago ker tit error,0
3587,6863,Bismillah pak Anies Rasid Baswedan pemimpin Rl 1 🥰,Deden Aditia,,,Anies,bismillah anies rasid anies pimpin rl wajah senyum dengan hati,0
3588,6864,Bpk Prabowo ❤,Ziya Baya Family,Prabowo,,,bpk prabowo,1
3589,6865,"Hanya anies baswedan yg stiap menjawab pertanyaan runtut, tdk buru2 semua berdasarkan data, yg mah bikin lier pala muter2 kaya uler ga jelas😀😀",Jagat Kolor Cotton Japan,,,Anies,anies anies runtut buru dasar data mah bikin lier kepala muter kayak uler wajah gembira wajah gembira,0
3590,6867,"Pak Ganjar yg baik.. dlm menjawad pertanyaan audiens tentang PDIP, tentang Ibu Mega, tentang Petugas Partai, jangan gamang dan ragu ragu bahkan terkesan malu, tdk ada yg salah dengan PDIP, Ibu Mega dan sebagai petugas partai. Kami lebih menghargai ketika Pak Ganjar berani menjawab sebagai laki laki, membela PDIP, Ibu Mega dan petugas partai dr Narasi yg mencoba menjauhkan Pak Ganjar dr habitat kelahiran mu sehingga terkesan sebagai malin kundang. 

Katakan PDIP adalah Partai Nasionalis yg mempertahankan 5 Pilar dengan jiwa raganya, yg memperjuangkan dan mengerjakan ajaran Trisakti Bung Karno untuk rakyat dan bangsa, dan sebagai petugas partai, itulah bagian dr prinsip-prinsip kekaderan   yg diterjemahkan untuk mewarnai setiap kebijakan berdasarkan idealisme yg di ajarkan oleh PDIP, serta jangan pernah lupa, akuilah Ibu Mega sebagai Ibu mu yg hrs sangat dihormati dan dibela kehormatan nya dan jngn malu dengan Ibu mu. 

Lihat lah ke belakang sejarah perjuangan Ibu yg teramat sangat keras melawan semua tekanan dan intimidasi pemerintahan orde baru dan berbagai keroyokan lainnya sampai kemudian PDIP besar dan eksis seperti sekarang ini, ini bukan perjalanan yg mudah, ini benar benar perjuangan penuh onak dan duri yg dilalui oleh seorang Ibu luar biasa, dan itu namanya MEGAWATI SOEKARNOPUTRI. 

Hormat kami. 
Saya sendiri bukan kader PDIP, tapi saya pendukungmu Pak Ganjar. Mksh",Marthen Toni,,Ganjar,,ganjar menjawad audiens pdip mega tugas partai gamang ragu ragu kes malu salah pdip mega tugas partai harga ganjar berani laki laki bela pdip mega tugas partai narasi coba jauh ganjar habitat lahir mu kes malin kundang pdip partai nasionalis tahan pilar jiwa raga juang ajar trisakti karno rakyat bangsa tugas partai prinsipprinsip kader terjemah warna bijak dasar idealisme ajar pdip lupa aku mega mu hormat bela hormat nya malu mu lihat sejarah juang amat keras lawan tekan intimidasi perintah orde keroyokan pdip eks jalan mudah juang penuh onak duri nama megawati soekarnoputri hormat kader pdip dukung ganjar terima kasih,0
3591,6868,"Makin bingung,anies atau prabowo😢",Hadi Yosss,Prabowo,,Anies,bingung anies prabowo wajah menang,1
3592,6869,Bang anies koq kelihatannya banyak ambil gagasan dari ahok sih...😅,risky yuliarta,,,Anies,bang anies ambil gagas ahok sih wajah senyum lebar dan keringat,0
3593,6870,Ok. Aku pilih pak anies....,Ratri putri,,,Anies,ok pilih anies,0
